val_loss,epoch,step,train_loss
0.08688287436962128,0,15,
0.06314154714345932,1,31,
0.050692085176706314,2,47,
,3,49,0.05350251868367195
0.040654852986335754,3,63,
0.03270096331834793,4,79,
0.027229268103837967,5,95,
,6,99,0.01884477026760578
0.022769451141357422,6,111,
0.020074840635061264,7,127,
0.017195584252476692,8,143,
,9,149,0.011295361444354057
0.015500655397772789,9,159,
